entry_id,language,cluster,llm_pair,llm1,llm2,fuzzy_ratio,fuzzy_partial,fuzzy_token_sort,cosine_similarity,average_similarity,has_baseline,openAI_success_rate,openAI_exec_time,openAI_cpu,openAI_ram,claude_success_rate,claude_exec_time,claude_cpu,claude_ram,delta_success_rate_model1,delta_exec_time_model1,delta_cpu_model1,delta_ram_model1,delta_success_rate_model2,delta_exec_time_model2,delta_cpu_model2,delta_ram_model2,success_rate_delta_diff,exec_time_delta_diff,cpu_delta_diff,ram_delta_diff,gemini_success_rate,gemini_exec_time,gemini_cpu,gemini_ram
typescript_atbash-cipher_Exercism-typescript-shybyte_shybyte,typescript,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,62.052173913043475,58.33703868385949,57.129322595926105,28.92330226951023,51.61045936558482,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-658.5999999999999,-21.200000000000003,-145525.6,0.0,-658.5999999999999,-21.200000000000003,-145525.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_atbash-cipher_Exercism-typescript-shybyte_shybyte,typescript,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,65.27487821851079,71.446128635805,62.890625,37.51002897010166,59.280415206104365,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-658.5999999999999,-21.200000000000003,-145525.6,0.0,-658.5999999999999,-21.200000000000003,-145525.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_atbash-cipher_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,41.81125687685145,46.81528662420382,41.959910913140305,23.7796498438737,38.59152606451732,False,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,
typescript_atbash-cipher_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,73.57512953367875,78.0,71.0,68.4098131747155,72.74623567709857,False,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
typescript_atbash-cipher_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,50.7417268923545,57.06214689265536,42.80502634779084,45.59379887624791,49.05067475226216,False,,,,,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
Java_atbash-cipher_exercism-java-ThomasZumsteg_ThomasZumsteg,java,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,64.93421052631578,68.38407494145198,63.172671970051475,74.46736538728327,67.73958070627563,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,876.0,-28.0,33318.4,0.0,876.0,-28.0,33318.4,0.0,0.0,0.0,0.0,,,,
Java_atbash-cipher_exercism-java-ThomasZumsteg_ThomasZumsteg,java,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,80.05366726296958,78.0909090909091,76.31578947368422,75.58724454123313,77.51190259219901,True,100.0,1000.0,50.0,80000.0,,,,,0.0,876.0,-28.0,33318.4,0.0,876.0,-28.0,33318.4,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
Java_atbash-cipher_exercism-java-ThomasZumsteg_ThomasZumsteg,java,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,70.22106631989598,70.51056338028168,72.66154541346587,82.95323268065134,74.08660194857373,True,,,,,100.0,1000.0,50.0,80000.0,0.0,876.0,-28.0,33318.4,0.0,876.0,-28.0,33318.4,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
c_atbash_cipher_Exercism (ThomasZumsteg),c,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,75.75628461866214,72.95873573309922,78.04090419806244,76.98358463513382,75.9348772962394,False,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,
c_atbash_cipher_Exercism (ThomasZumsteg),c,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,78.71853546910755,70.67603160667252,79.88721804511279,83.18111882200539,78.11572598572455,False,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
c_atbash_cipher_Exercism (ThomasZumsteg),c,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,73.87588257153475,67.05298013245033,71.02001906577694,73.2726624892354,71.30538606474936,False,,,,,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
c_atbash_cipher_Exercism (m3g4d1v3r),c,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,75.83522542977619,69.95581737849778,71.67150559933637,76.4335918393481,73.47403506173961,False,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,
c_atbash_cipher_Exercism (m3g4d1v3r),c,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,64.33781190019194,67.76649746192894,69.16183447548761,42.97418613994335,61.06008249438796,False,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
c_atbash_cipher_Exercism (m3g4d1v3r),c,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,59.69044414535667,63.77858002406739,57.41583257506824,44.444562436937105,56.332354795357354,False,,,,,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
c_atbash_cipher_Exercism (vlzware),c,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,68.94934333958724,63.09148264984228,74.41058079355952,77.2401854143291,70.92289804932953,False,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,
c_atbash_cipher_Exercism (vlzware),c,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,59.59079283887468,57.30629225169006,63.21899736147758,55.92766365376364,59.01093652645148,False,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
c_atbash_cipher_Exercism (vlzware),c,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,65.15270164447925,60.555310709563685,62.00607902735562,55.15702189584311,60.71777831931042,False,,,,,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
cpp_atbash_cipher_Exercism (johnngugi),cpp,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,86.23693379790942,83.47107438016529,77.98594847775175,85.09865247734739,83.19815228329345,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,1000.0,31.0,75904.0,0.0,1000.0,31.0,75904.0,0.0,0.0,0.0,0.0,,,,
cpp_atbash_cipher_Exercism (johnngugi),cpp,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,76.5922920892495,79.06336088154269,71.41280353200882,78.05476317218996,76.28080491874773,True,100.0,1000.0,50.0,80000.0,,,,,0.0,1000.0,31.0,75904.0,0.0,1000.0,31.0,75904.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_atbash_cipher_Exercism (johnngugi),cpp,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,74.8741773132017,79.58246346555323,68.10073452256033,79.95755163612128,75.62873173435915,True,,,,,100.0,1000.0,50.0,80000.0,0.0,1000.0,31.0,75904.0,0.0,1000.0,31.0,75904.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_atbash_cipher_Exercism (blogscot),cpp,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,41.06957424714434,67.63231197771587,37.474181174387724,11.238181881922614,39.35356232029264,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,1000.0,4.799999999999997,75904.0,0.0,1000.0,4.799999999999997,75904.0,0.0,0.0,0.0,0.0,,,,
cpp_atbash_cipher_Exercism (blogscot),cpp,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,72.01773835920177,69.55684007707129,63.550472401790145,52.74991468053079,64.46874137964849,True,100.0,1000.0,50.0,80000.0,,,,,0.0,1000.0,4.799999999999997,75904.0,0.0,1000.0,4.799999999999997,75904.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_atbash_cipher_Exercism (blogscot),cpp,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,35.574299181344585,53.537852548243436,27.928928373126038,9.709966616377418,31.68776167977287,True,,,,,100.0,1000.0,50.0,80000.0,0.0,1000.0,4.799999999999997,75904.0,0.0,1000.0,4.799999999999997,75904.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_atbash_cipher_Exercism (thefullarcticfox),cpp,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,70.53669222343922,69.63657678780774,72.1113127646703,76.89714602180746,72.29543194943119,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,1000.0,32.4,76032.0,0.0,1000.0,32.4,76032.0,0.0,0.0,0.0,0.0,,,,
cpp_atbash_cipher_Exercism (thefullarcticfox),cpp,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,80.65984072810011,79.02097902097903,85.98365807668134,89.26677778238906,83.73281390203738,True,100.0,1000.0,50.0,80000.0,,,,,0.0,1000.0,32.4,76032.0,0.0,1000.0,32.4,76032.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_atbash_cipher_Exercism (thefullarcticfox),cpp,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,66.02357984994642,65.97938144329896,72.96650717703349,78.03329496268783,70.75069085824168,True,,,,,100.0,1000.0,50.0,80000.0,0.0,1000.0,32.4,76032.0,0.0,1000.0,32.4,76032.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
go_atbash_cipher_Exercism (go_rootulp),go,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,42.31517509727627,60.595446584938706,50.0,63.309803110481255,54.05510619817406,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-5080.0,-14.400000000000006,-141384.8,0.0,-5080.0,-14.400000000000006,-141384.8,0.0,0.0,0.0,0.0,,,,
go_atbash_cipher_Exercism (go_rootulp),go,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,72.88378766140602,73.08248914616497,74.40061871616396,61.63044653608303,70.4993355149545,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-5080.0,-14.400000000000006,-141384.8,0.0,-5080.0,-14.400000000000006,-141384.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
go_atbash_cipher_Exercism (go_rootulp),go,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,36.89320388349514,53.950953678474114,45.25929806181247,51.79875667221423,46.97555307399899,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-5080.0,-14.400000000000006,-141384.8,0.0,-5080.0,-14.400000000000006,-141384.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
go_atbash_cipher_Exercism (go_ThomasZumsteg),go,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,80.05759539236861,76.87687687687688,75.6420233463035,79.64423590334894,78.05518287972448,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-5011.8,-12.399999999999999,-143216.8,0.0,-5011.8,-12.399999999999999,-143216.8,0.0,0.0,0.0,0.0,,,,
go_atbash_cipher_Exercism (go_ThomasZumsteg),go,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,49.60686204431737,50.8296943231441,64.61538461538461,67.83551382167758,58.221863701130914,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-5011.8,-12.399999999999999,-143216.8,0.0,-5011.8,-12.399999999999999,-143216.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
go_atbash_cipher_Exercism (go_ThomasZumsteg),go,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,49.31318681318682,54.00981996726677,65.13693560325684,64.95719313539283,58.354283879775814,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-5011.8,-12.399999999999999,-143216.8,0.0,-5011.8,-12.399999999999999,-143216.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
go_atbash_cipher_Exercism (go_drapala),go,cluster_atbash_cipher.json,openAI_vs_claude,openAI,claude,67.13395638629284,64.35385949696443,72.28915662650603,64.90516868474162,67.17053529862623,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-4921.8,-27.799999999999997,-142416.8,0.0,-4921.8,-27.799999999999997,-142416.8,0.0,0.0,0.0,0.0,,,,
go_atbash_cipher_Exercism (go_drapala),go,cluster_atbash_cipher.json,openAI_vs_gemini,openAI,gemini,82.33183856502242,78.23639774859286,60.11904761904761,51.654673850346676,68.08548944575239,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-4921.8,-27.799999999999997,-142416.8,0.0,-4921.8,-27.799999999999997,-142416.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
go_atbash_cipher_Exercism (go_drapala),go,cluster_atbash_cipher.json,claude_vs_gemini,claude,gemini,59.91902834008097,59.25133689839572,51.798561151079134,41.33981377312769,53.077185040670884,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-4921.8,-27.799999999999997,-142416.8,0.0,-4921.8,-27.799999999999997,-142416.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-programmiri,javascript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,85.0828729281768,88.48484848484848,84.7457627118644,71.68117414430623,82.49866456729897,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,702.5,9.0,-1100.0,0.0,702.5,9.0,-1100.0,0.0,0.0,0.0,0.0,,,,
javascript_gigasecond_exercism-javascript-programmiri,javascript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,63.63636363636363,66.18705035971223,62.71186440677966,54.84851948354088,61.8459494715991,True,100.0,1000.0,50.0,80000.0,,,,,0.0,702.5,9.0,-1100.0,0.0,702.5,9.0,-1100.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-programmiri,javascript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,65.33864541832669,70.65217391304348,75.10204081632654,74.06279644120329,71.288914147225,True,,,,,100.0,1000.0,50.0,80000.0,0.0,702.5,9.0,-1100.0,0.0,702.5,9.0,-1100.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-bearguns_bearguns,javascript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,76.33136094674556,73.00613496932516,66.01941747572815,79.45238015327365,73.70232338626813,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,720.0,17.6,-908.0,0.0,720.0,17.6,-908.0,0.0,0.0,0.0,0.0,,,,
javascript_gigasecond_exercism-javascript-bearguns_bearguns,javascript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,68.64197530864197,65.2037617554859,62.365591397849464,71.41534928243343,66.9066694361027,True,100.0,1000.0,50.0,80000.0,,,,,0.0,720.0,17.6,-908.0,0.0,720.0,17.6,-908.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-bearguns_bearguns,javascript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,72.90167865707434,72.10031347962382,78.26086956521739,85.0555502404794,77.07960298559874,True,,,,,100.0,1000.0,50.0,80000.0,0.0,720.0,17.6,-908.0,0.0,720.0,17.6,-908.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-programmiri_programmiri,javascript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,85.0828729281768,88.48484848484848,84.7457627118644,71.68117414430623,82.49866456729897,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,715.0,21.0,-988.0,0.0,715.0,21.0,-988.0,0.0,0.0,0.0,0.0,,,,
javascript_gigasecond_exercism-javascript-programmiri_programmiri,javascript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,63.63636363636363,66.18705035971223,62.71186440677966,54.84851948354088,61.8459494715991,True,100.0,1000.0,50.0,80000.0,,,,,0.0,715.0,21.0,-988.0,0.0,715.0,21.0,-988.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-programmiri_programmiri,javascript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,65.33864541832669,70.65217391304348,75.10204081632654,74.06279644120329,71.288914147225,True,,,,,100.0,1000.0,50.0,80000.0,0.0,715.0,21.0,-988.0,0.0,715.0,21.0,-988.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-ffflorian_ffflorian,javascript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,91.61290322580645,95.71428571428572,91.2751677852349,90.16013738079336,92.1906235265301,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,714.0,19.0,-884.8000000000029,0.0,714.0,19.0,-884.8000000000029,0.0,0.0,0.0,0.0,,,,
javascript_gigasecond_exercism-javascript-ffflorian_ffflorian,javascript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,84.17910447761194,85.82375478927203,84.11214953271028,78.50080105412061,83.15395246342871,True,100.0,1000.0,50.0,80000.0,,,,,0.0,714.0,19.0,-884.8000000000029,0.0,714.0,19.0,-884.8000000000029,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-ffflorian_ffflorian,javascript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,85.55240793201133,85.8085808580858,92.62536873156341,86.36832974765096,87.58867181732788,True,,,,,100.0,1000.0,50.0,80000.0,0.0,714.0,19.0,-884.8000000000029,0.0,714.0,19.0,-884.8000000000029,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-oguzsh_oguzsh,javascript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,83.42857142857143,85.52631578947368,84.39306358381504,77.36753693468769,82.67887193413696,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,706.0,20.8,-1392.800000000003,0.0,706.0,20.8,-1392.800000000003,0.0,0.0,0.0,0.0,,,,
javascript_gigasecond_exercism-javascript-oguzsh_oguzsh,javascript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,83.42857142857143,85.52631578947368,84.39306358381504,77.36753693468769,82.67887193413696,True,100.0,1000.0,50.0,80000.0,,,,,0.0,706.0,20.8,-1392.800000000003,0.0,706.0,20.8,-1392.800000000003,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-oguzsh_oguzsh,javascript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,100.0,100.0,100.0,100.00000000000003,100.0,True,,,,,100.0,1000.0,50.0,80000.0,0.0,706.0,20.8,-1392.800000000003,0.0,706.0,20.8,-1392.800000000003,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,81.93384223918575,77.24867724867725,77.3841961852861,86.73890717796299,80.82640571277803,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,702.0,20.4,-1720.800000000003,0.0,702.0,20.4,-1720.800000000003,0.0,0.0,0.0,0.0,,,,
javascript_gigasecond_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,75.77937649880096,74.79674796747969,70.91836734693877,82.4617990501021,75.98907271583037,True,100.0,1000.0,50.0,80000.0,,,,,0.0,702.0,20.4,-1720.800000000003,0.0,702.0,20.4,-1720.800000000003,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_gigasecond_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,92.5925925925926,94.11764705882352,92.60143198090692,95.37900834750911,93.67266999495804,True,,,,,100.0,1000.0,50.0,80000.0,0.0,702.0,20.4,-1720.800000000003,0.0,702.0,20.4,-1720.800000000003,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-chriswilding,typescript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,85.53054662379421,84.65804066543438,93.16546762589928,87.9206306227047,87.81867138445816,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-809.0,-14.400000000000006,-142423.2,0.0,-809.0,-14.400000000000006,-142423.2,0.0,0.0,0.0,0.0,,,,
typescript_gigasecond_Exercism-typescript-chriswilding,typescript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,67.47404844290658,77.84431137724552,67.68642447418738,48.990766978222055,65.49888781814037,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-809.0,-14.400000000000006,-142423.2,0.0,-809.0,-14.400000000000006,-142423.2,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-chriswilding,typescript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,59.183673469387756,68.10176125244618,63.03939962476548,44.79187489698398,58.77917731089585,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-809.0,-14.400000000000006,-142423.2,0.0,-809.0,-14.400000000000006,-142423.2,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-FilipeCerejo,typescript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,84.11764705882354,89.30817610062893,79.47882736156352,81.38279336283234,83.57186097096208,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-1280.6,-1.7999999999999972,-141156.8,0.0,-1280.6,-1.7999999999999972,-141156.8,0.0,0.0,0.0,0.0,,,,
typescript_gigasecond_Exercism-typescript-FilipeCerejo,typescript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,54.90848585690515,61.450381679389324,58.71559633027523,54.674938455394354,57.437350580491014,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-1280.6,-1.7999999999999972,-141156.8,0.0,-1280.6,-1.7999999999999972,-141156.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-FilipeCerejo,typescript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,53.333333333333336,60.7773851590106,58.40407470288624,52.01117253272365,56.13149143198845,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-1280.6,-1.7999999999999972,-141156.8,0.0,-1280.6,-1.7999999999999972,-141156.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-thewanionly_thewanionly,typescript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,84.1654778887304,82.9971181556196,84.72440944881889,74.52206684302507,81.60226808404849,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-1394.6,1.6000000000000014,-139675.2,0.0,-1394.6,1.6000000000000014,-139675.2,0.0,0.0,0.0,0.0,,,,
typescript_gigasecond_Exercism-typescript-thewanionly_thewanionly,typescript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,46.63536776212832,55.909943714821765,55.042735042735046,33.60757909846637,47.798906404537874,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-1394.6,1.6000000000000014,-139675.2,0.0,-1394.6,1.6000000000000014,-139675.2,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-thewanionly_thewanionly,typescript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,62.229102167182674,74.44444444444444,67.22972972972974,45.32115395269628,62.30610757351328,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-1394.6,1.6000000000000014,-139675.2,0.0,-1394.6,1.6000000000000014,-139675.2,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-shybyte_shybyte,typescript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,84.77011494252874,84.10404624277457,94.6031746031746,87.9206306227047,87.84949160279565,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-1487.1999999999998,3.200000000000003,-138273.6,0.0,-1487.1999999999998,3.200000000000003,-138273.6,0.0,0.0,0.0,0.0,,,,
typescript_gigasecond_Exercism-typescript-shybyte_shybyte,typescript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,58.68263473053892,66.32825719120136,66.10738255033557,50.954658373336024,60.51823321135297,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-1487.1999999999998,3.200000000000003,-138273.6,0.0,-1487.1999999999998,3.200000000000003,-138273.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-shybyte_shybyte,typescript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,69.87951807228916,79.04599659284497,67.56756756756756,61.0483161825221,69.38534960380595,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-1487.1999999999998,3.200000000000003,-138273.6,0.0,-1487.1999999999998,3.200000000000003,-138273.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-chriswilding_chriswilding,typescript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,85.53054662379421,84.65804066543438,93.16546762589928,87.9206306227047,87.81867138445816,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-1849.1999999999998,8.0,-138620.0,0.0,-1849.1999999999998,8.0,-138620.0,0.0,0.0,0.0,0.0,,,,
typescript_gigasecond_Exercism-typescript-chriswilding_chriswilding,typescript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,67.47404844290658,77.84431137724552,67.68642447418738,48.990766978222055,65.49888781814037,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-1849.1999999999998,8.0,-138620.0,0.0,-1849.1999999999998,8.0,-138620.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-chriswilding_chriswilding,typescript,cluster_gigasecond.json,claude_vs_gemini,claude,gemini,59.183673469387756,68.10176125244618,63.03939962476548,44.79187489698398,58.77917731089585,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-1849.1999999999998,8.0,-138620.0,0.0,-1849.1999999999998,8.0,-138620.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_gigasecond_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,cluster_gigasecond.json,openAI_vs_claude,openAI,claude,84.11764705882354,89.30817610062893,79.47882736156352,81.38279336283234,83.57186097096208,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-2006.4,9.200000000000003,-137836.8,0.0,-2006.4,9.200000000000003,-137836.8,0.0,0.0,0.0,0.0,,,,
typescript_gigasecond_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,cluster_gigasecond.json,openAI_vs_gemini,openAI,gemini,54.90848585690515,61.450381679389324,58.71559633027523,54.674938455394354,57.437350580491014,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-2006.4,9.200000000000003,-137836.8,0.0,-2006.4,9.200000000000003,-137836.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
